售前/售后,英文/小语种,id,渠道channel,会话chatSessionId,客户名称customer,提交时间,remark,sessionId,starLevel,意图分类,翻译
售前,小语种,8d3f36794d45d78717f017a6917914c8,fr_store1,|82596852994716963678175,访客-4f0280,2025-02-23,"je n ai pas obtenu de réponse a ma quesiton 
",883f89980c5fbf4d61088a2ca18d1d20,1.0,服务不满,我没有回答我的问题
售后,小语种,d1440218c1a9ba97c9ee1d29fe73e614,de_sp1,|82596107791726684166858,访客-4d3349,2025-02-24,schneller an human durchstellen,999bc6ebfcfa4941ff7a619f74056557,1.0,服务不满,Schneller人类durchstellen
售后,英文,81c7cc335b062665b07e07c721f303e3,eu_sp1,|82595987301379152188955,wJozTdcEUI1/pexmbtiwUtdd9zEI/LTChnybdx456qeDT69W1jYn2dOBuVhhYc4C,2025-02-24,"speed of repsonse
",8FktwLT2iczmBOnA6Zj80D34v1Iu5gsaMISbAfXfcvo=,1.0,服务不满,repssois的速度
售后,英文,634d3e916ea03c1b04722749a4a7dcc7,en_case02,|82595814499913052042079,zdcZg+DzqVpOH/7wXkKQztIXoZvGhj4Jr5YKkEp4KSA=,2025-02-24,I was trying to if they was gonna repair  my drone for me ,sGug6mi7nzdhZkn0AnyHC0JmZrF05xAXJQEuI9/SyU8=,5.0,"设备维修,设备兼容",我正在尝试是否要为我修理我的无人机
售前,英文,c2dc6144d995ca1f1cebb6d4851bd85e,au_store1,|82594747589883884712881,1xhgOifOxDuYod1QusINLg==,2025-02-25,I am unable to activate my new NEO i get server error code 0xFFF. very disappointed ,3z593R1SFRfTJQFWr/8BD5WoOD9OCyxIf9+xDilKHvs=,1.0,"服务不满,产品故障,APP使用,激活设置",我无法激活我的新NEO，我获得了服务器错误代码0xfff。非常失望
售后,英文,7fe68314e4c772aced2e6c22a942c489,en_other18,|82595586286632440144803,nl/Phb2FJMryJ8F3U+er3vrcKaFezehFSei0+48SSb0=,2025-02-25,I have been trying to purchase DJI care within 48 h and It is the most frustrating experience!,nS0sEaYTrCUf0wkqRjJkmUG6JTrnerGUA7mbRixo5yc=,1.0,"购买咨询,礼貌问候",我一直在尝试在48小时内购买DJI护理，这是最令人沮丧的经历！
售前,小语种,fcb3287b6363a5f26926e3fa42520dd8,kr_store1,|82595484917549698555188,/VV/fpwfvlf6U2aESc2vtpDSN4BOLEPvpR8GfQL4Mx0=,2025-02-25,1월 19일에 롯데백화점 본점에서 OSMO ACTION 5 PRO를 구입하였습니다. SITE에서 알려준데로 활성화 과정을 진행하고 있는데 CODE 4자리를 받아야 하는 STEP안됩,gqVIyS1/7dgl+QthPsEIIBslc+oPg1grnt815MMoUXc=,3.0,激活设置,1月19日，我在Lotte百货商店总部购买了Osmo Action 5 Pro。网站已通知激活过程，但这不是需要4位代码的步骤。
售前,英文,d4b8e7b350521bcb2fe543bb3b5e3207,na_store1,|82594084133038065188570,eZel6ZAdPDGZhxRpimSgHA==,2025-02-26,Excelent ,KYauhcU2GFRmOHhkcisrJYAEI4BLeDpa24kx7akg72k=,5.0,满意表扬,出色的
售后,英文,8cbad28b126f959facc3095257df69f7,eu_sp1,|82594457973108981638663,QPlVIOyu5XoSiKBlxnqRIw==,2025-02-26,BEST,xyNWW2jyPee8k5QDOtdUTVnhCiORv+UzPKzmYwmbaa8=,5.0,满意表扬,最好的
售后,英文,5fde736c6e021568efe19bf4e214b608,fb_fly1,|82593428736445700010689,3qSaeyd/jVAszD++linzqPL0v85NXAWppdn+hRbihpU=,2025-02-27,Very,c/pxyXXVecWaetyPGl4HlicTGXe0Z2Jm9wzHQ4isnOI=,5.0,满意表扬,非常
售前,英文,c1c13dbf4a3f68dd2bef563644c26896,eu_store1,|82593549554207597789094,RWgrO00eqHpnEs/Xj0Q0c/KTndKDwjIpGl3ekGudj24=,2025-02-27,Does not understand my questions,9/7nq24MbRntpqbnJ5tBKX3yBHXj3p9UdB+grQi1s2E=,1.0,服务不满,不明白我的问题
售前,英文,36300f27d6292cef5bb0dd46c37f2843,na_store1,|82592643225906998062377,oW2vTXdtLlWaGojYEWWftJfWCvbfIz3wZmzBo7+1j5Q=,2025-02-28,Had spent 7 minutes typing out helpful and relavent facts to onl have your ap time me out and am now,Q+6UdJM/I3E0OULYlRGxoJy8Ch7gMyjFIM6TXpzERW8=,1.0,服务不满,花了7分钟来打字帮助和恢复事实，让您的AP Time我出去了，现在
售后,英文,9500e5980d5bb30af41ddc7bc7eae47a,fb_sp17,|82592638697897928874796,C8ZlTbXEEhSarvYI6aOuUqc4M3DXNz7M82xC9WOytVY=,2025-02-28,There are no customer services,LjNWyZwW8y2GgNivH4/cj0PayK/kX8lF5VtJVpa7W18=,1.0,服务不满,没有客户服务
售前,小语种,c6ce25f89e3d5a157dfa400bd1e20edd,fr_store1,|82592454198223742377805,suHpiXWVbftHOZsYG1c26pfLuhrIQxrKLAERcNsYaic=,2025-02-28,C'était une question simple et la réponse a été satisfaisante.,JszMzezHv0jzTmX8SKFnTVJ9iEcRILTXpng1EaMgFAw=,2.0,服务不满,这是一个简单的问题，答案令人满意。
售后,英文,8233eb2452a7e3e68bc8a1c395f77319,na_sp1,|82591623903455823597149,swClotfQUuo5aEJGm9vX0g==,2025-03-01,I have a Mavic Pro Platinum. I want to fly at night. (FAA 107) requires anti collision STROBE lights,St2xVIAuYvZCkZXxKhAArb7Kov+Fj1adeFww0VsKhYY=,2.0,服务不满,我有一个Mavic Pro Platinum。我想在晚上飞。 （FAA 107）需要反碰撞频闪灯
售前,小语种,a25b103552eb5d0017642fefc47e779a,fr_store1,|82591885488619025076124,mlkZBX1geHGwDsVSIE7liOm2B/Op8Pn+Ck/Z4FzqWoo=,2025-03-01,Je ne connais toujours pas la date de la livraison de mon colis,Ob5qbsI2LV7aF+oELSIqg9CyhVjOQFbfHb9CXfN9f8I=,1.0,服务不满,我仍然不知道包裹的交付日期
售前,英文,13a9e2bc7867405a40813e4e7df2cc14,na_store1,|82591524778833662079069,UuszY2DwaAKhAQuPct5QUguuur7mbf2zl0zz2mJS3JY=,2025-03-01,I think it could be a l.ittle less cumbersom. ,Q53pzpm38veyYQopBTlOt0j5laFJ79wKqJiLp5ks+1w=,3.0,礼貌问候,我认为这可能是一个少量的cunbersom。
售后,英文,da4e4e45408645b2250d7e1322e9d55a,es_sp1,|82590774908733871239426,e3Zod/EVnZEcAMrLPLxQVw==,2025-03-02,Code 1610002D,1uSlNWdxodJuHsvuu7SNurXWY7aYmiyhfMP/Xs0rQYU=,1.0,激活设置,代码1610002d
售后,小语种,185a3fedc291e65694da86e0d55216bf,fr_sp1,|82590109756299966070471,访客-ac41ab,2025-03-03,Problème résolu facilement,33f5dfbf224605491ea94d2795178daa,5.0,满意表扬,容易解决的问题
售前,英文,7e9b1018bab180257bf1969f5cf439b2,eu_store1,|82589881366103519016682,P2C3OlqZozxOZEqZCN3FDw==,2025-03-03,Good help but there were a few spelling mistakes,tTu4o7sctbnFo7z/4CCP8mq8KZ5bneljrafIG7B/aOE=,4.0,满意表扬,很好的帮助，但有一个FLA散布的错误
售后,小语种,c73bf923bfd66c758fafd89cd7e685f9,fr_sp14,|82590109019303623179912,OrbDTNh0VkkqXXyAZm7lvjjROv3oJXEXtnFBlPBflGI=,2025-03-03,"Bonjour, sur mon DJI Flip j'ai eu hier l'erreur : Nacelle bloquée code 1D010002. Que dois-je faire ",L2LqNSv9PN6Wk2cqsYk+PMScD+YHsO3vs+1yGIgnS8U=,5.0,"礼貌问候,激活设置",您好，在我的DJI翻转上，我昨天出现了错误：阻止Nacelle代码1D010002。我应该怎么办
售前,英文,d4457050924af34bd9d3b8130fa61f81,eu_store1,|82589903068674231130209,mS00Q+adE6Mk6nhd9Rwx8g==,2025-03-03,Didnt answer my question ,wa/ycD5eIw4I5urVkuausUZVEGXtyyfU4cLdzdCPbs4=,1.0,服务不满,没有回答我的问题
售后,英文,f9ec5089563b4bbeb13d82bdb4cb3deb,fb_sp1,|82589072751794640018248,Z5Lb7YGROSizE5DOwJUvjL46pF3Z9MEUDKn5nr2XDJU=,2025-03-04,"test@example.com""><script>alert(1)</script>
ds9zwaa5uzce6i6era44hd1x0o6huei3.oastify.com",bI/4R9eZ0W0dSMqn5lpadJV/rh/aYpByvsEfQoqbt/w=,2.0,服务不满,"test@example.com“> <cript>警报（1）</cript>
DS9ZWAA5UZCE6I6ERA44HD1X0O6HUEI3.OASTIFY.COM"
售前,英文,1175bbb4f39392afd96e249e7560bb7b,na_store1,|82589512766933868910238,wOGTvWH8u7IMObhiz9EQSzO0+DDmVun12gXyzeusJbw=,2025-03-04,I asked for help and didn't get it,9Hoc6Hz9saCPxEpDObRDToA8zbhfyCUwQka6OxQay6g=,1.0,服务不满,我寻求帮助，没有得到它
售前,英文,58af6c25a09c34d14dfdf6687fc7be77,na_store1,|82589740404558091168617,tO+bck5sUmQfYNbN/856kEoV6BNAvHMnsMK09YcxRmI=,2025-03-05,I CANNOT BELIEVE ALL OF THIS DRAMA!,0zJY67V3N+UD4b+g0PFKkozV/r4+kvAE/9v3tTDEKDA=,1.0,礼貌问候,我不敢相信所有这些戏！
售前,小语种,0d9deb6706baf4dc070ab65a47fdbb1d,de_store1,|82588190912234573768995,jF70y2lXuY583kxK7dZoKw==,2025-03-05,"ich konnte gar keine frage stellen. Glatte  6
",G0FxlyI/IaYDhI0mrklrIqNIVm9LV3YFgwEUSPi8eRU=,1.0,服务不满,Ich Konnte Gar Keine Frage Stellen。 glaets 6
售后,英文,0b3d79f142852f54709630f5e51eaa4f,na_sp1,|82588093553601339613443,vAVHDV7d6xlgJlcaO9c5nQ==,2025-03-05,"the phantom 4 was a good drone, but now that you have discontinued support, it is worthless. ",qMA8XlaCBCDdFQwqep4NSCUZaXdCiwPTrVR1JnjfdBU=,1.0,"APP使用,设备兼容,满意表扬",Phantom 4是一个不错的无人机，但是现在您已经停止支持了，这是毫无价值的。
售后,英文,9489a40047e94c9597213b2abee5e75e,na_sp1,|82587987102367002577255,75LLWzY1ythgo4J1lntAMw==,2025-03-05,I see the explanation of unknown code 180. I hope the issue will be resolved when updating firmware,Rw5VgrdAR2uq3JNQIiCWkOsyGmvxGA0Htt6fkWCqs7Q=,5.0,"产品故障,保修咨询,激活设置",我看到了未知代码180的解释。我希望在更新固件时解决问题
售后,英文,840d3388c550f1486f70d19f0f6f6340,en_other18,|82588404250179390971592,tO+bck5sUmQfYNbN/856kEoV6BNAvHMnsMK09YcxRmI=,2025-03-05,what is going on? I need my drone.,0zJY67V3N+UD4b+g0PFKkozV/r4+kvAE/9v3tTDEKDA=,1.0,使用指导,到底是怎么回事？我需要我的无人机。
售后,英文,bf94b0eac1a3bca6e074dfb051f9dc6c,na_sp1,|82587206133409208017466,Vbrv29vdfizaHaqKB4dSTg==,2025-03-06,I can't seem to navigate all the stupid warranty/service options to find the one I paid for.,5zzICnq6fDESoEai00qWsSlNVe6tm66fhdWacjdalY4=,2.0,"保修咨询,设备丢失",我看不到所有愚蠢的保修/服务选项可以找到我付款的选择。
售后,英文,eb4fbe7b638e2d04a5560204e8933cf1,na_sp1,|82587074621206071985267,Xgj7IXK1+pZ4xDfjgNtIwg==,2025-03-06,I can't  get a virtual assistant even after several attempts to connect ! ,1DtG4mH9W/ldvvGspIEHDXY7VY44ytJwmsco/0rWlxk=,1.0,设备兼容,即使经过几次连接，我也无法获得虚拟助手！
售后,小语种,890ad0f52214993e328d5425dd3a7a2e,fr_sp1,|82587489235938116757552,g9kzj+XblCZaIChvnNfKDA==,2025-03-06,Le temps de réponse et le transfert de vidéo.  Sinon vraiment bien merci. ,M/RMn7iY81QLjVcwhpZpv7bMhWNG+ECR4CPiXo9NUHQ=,3.0,其他咨询,响应时间和视频传输。  否则真的很好，谢谢。
售前,英文,78e6636367f3dd9348310a210242f48c,eu_store1,|82587412537716326130702,PkYh8ACgBt3nr9eU7MxMzQ==,2025-03-06,The customer service technician was very professional and attentive.  simply cannot give me solution,ixSn20MTFn1nnYxWsz7exy+8pcCRt3SnYdmzZnBPErg=,2.0,服务不满,客户服务技术人员非常专业和专心。  根本不能给我解决方案
售前,英文,01c25e6c0ed04d58c76040c7e725e376,na_store1,|82588821037737834533889,XH4YMefjnFOLyzhQLtXIReWJQYAXFfyuw13vMy2B7Vs=,2025-03-06,Very fast shipping. So far with Three other Mavics are of great quality.,jlgoCbJrNimkCTqgJKWTvuiKuSpOa6BT4VmMfT0UAqA=,5.0,"物流配送,满意表扬,礼貌问候",运输非常快。到目前为止，其他三个Mavics的质量都很高。
售后,英文,ee9d9bac00294a5151a2387242f93ecd,en_careverify01,|82586501356816581234123,B/hWz2pskxbDkgupmiJQhg==,2025-03-07,I WANT TO GET DJI CARE EXPRESS ON MY AIR 3S WICHT YOU HAVE IN YOUR POSESSION ,2UUDNCsTdS5ka9G9yKNmP685xlrw8DH/L6L/uZPTz/g=,5.0,满意表扬,我想在我拥有的空中获得DJI Care Express 3s Wicht
售后,英文,08e69a4048a957670064bba345a9e15d,eu_sp13,|82584866480588178398735,Ek1TucUlIGy/ywIjR1CZ1ciY1GCxd7BFbNqIwLQX5Gk=,2025-03-09,Not answering...,80uyGjc4DAMNrKgKM5Bz1qBxIofoKpGGdylEuuMMhio=,1.0,服务不满,没有回答...
售前,英文,025fb49c3590de8b88562f26fdc6f8f5,na_store1,|82585826734162289711335,elRjJV1Z8Df7zBaHZszJiPKgQUU6XRm0xkgz42nA0T8=,2025-03-09,Bullshit ai ,Y2DAQ3pGV8/kRA/xAeegIvgIElwro3Bt8VgKyHPwauU=,1.0,礼貌问候,废话AI
售后,英文,b08d1e5cadfbe17b953bf4e2722d2b57,eu_sp1,|82583745384684254977182,zFBhcf0aqPttDuEmdcCXWny662mumgu2PBuiaZFIEFw=,2025-03-11,Toujours aucune réponse après une semaine de déclaration de l'incident...,NjI7Z53zw6j23spPz+DMUqVAU9ZWkvBtHPpZsfRwvTE=,1.0,服务不满,一周发生事件声明后仍然没有答案...
售后,英文,6280e8830ae501434a969c8852ff2fb4,eu_sp1,|82583187758146290818697,QPlVIOyu5XoSiKBlxnqRIw==,2025-03-11,GREAT,xyNWW2jyPee8k5QDOtdUTVnhCiORv+UzPKzmYwmbaa8=,5.0,满意表扬,伟大的
售后,英文,b71440dc03c1f693e75baaaae6b3dab3,es_sp12,|82583567315698390725868,sNyvpIWjA5T8b59z3U9Vv/N7iWzArNp+RpDSTrUZ9qY=,2025-03-11,"Operador de llamada, horario muy reducido",ZgFej4yhTQDRNbWXbJOLV6hHw3SIp3ClRZcUMsZbWdI=,1.0,服务不满,Llamada Operador de Llamada，Hororio Muy Reducido
售后,英文,197070d5f1cca10d0789ccc4158864a8,eu_sp1,|82583201315336609497867,QPlVIOyu5XoSiKBlxnqRIw==,2025-03-11,GREAT,xyNWW2jyPee8k5QDOtdUTVnhCiORv+UzPKzmYwmbaa8=,5.0,满意表扬,伟大的
售后,英文,4fdffdd9cefd4b13c2fd6a902983f92a,na_sp1,|82582872784173170677250,76p4cYvSFbsU9RoOsZN6Q+dpDeuQuKc0rlFiFR1E994=,2025-03-11,"I need to renew the dji care. Please contact me.

Thanks ",Mgd6Vomz8SGkthW7Px83Gvd3xHyb3HBkagsr5+4ReSk=,3.0,"满意表扬,礼貌问候","我需要更新DJI护理。请与我联系。

谢谢"
售后,英文,4f5aac444996f0c941041618143c3417,eu_sp1,|82582174076148003545274,y6wMJL9DiRSc8bJULHO5uWBe/b0rieDUfIbPJZS51+qnuUHBPQIDWos/MNmo17al,2025-03-12,It cut out whilst I was still typing!,zBTyIW+MCC5vrQ7KmwDVkYLSexCOwkjNmugf++68gdE=,1.0,礼貌问候,当我仍在打字时，它削减了！
售后,英文,09dc37b82990209a6738c9b51705f57c,eu_sp1,|82582365953227117922558,QPlVIOyu5XoSiKBlxnqRIw==,2025-03-12,GREATE,xyNWW2jyPee8k5QDOtdUTVnhCiORv+UzPKzmYwmbaa8=,5.0,满意表扬,伟大
售后,英文,3cc49a5c5e6b0b2062a545f14678b7fd,eu_sp1,|82582722801248794882495,tg0fG3yxvPU7YJgmfhIQiYx0efMu1QvZ9wUuYNmvcwk=,2025-03-12,poor. didn't answer the questions. These 'assistants' are always utter utter shite.,sNdluVZSnL0msMyrhSZokj6ttFG7PZgaZDq2eFV6IO0=,1.0,"服务不满,礼貌问候",贫穷的。没有回答问题。这些“助手”总是完全糟糕的。
售前,英文,0848bc36be9a7020826320c37d2cc5e9,na_store1,|82582774552079694286793,3AfKVsdU/T0xHU9O9pTI0Q==,2025-03-12,"Hi, I requested the refund of the payment. I have not received the drone.",/AvKur51Zd0pY9JyRhEI15AW+Eugje7iQW4jGje3EP4=,4.0,"礼貌问候,退换处理",嗨，我需要退款。我没有收到无人机。
售前,英文,1d0b6f362f23740126a2e230bd902ce6,na_store1,|82580906584526995554636,CnyGUJ3pwYoz2S+2RHsNzDejeKqsX3Hg1DqLEeLSfyg=,2025-03-14,answered my question short and concise to the point.  ,QI6QTtwf9zObL+3fE8dZxd2Tk5MEthh4ehJOqSpoXTw=,5.0,满意表扬,简短地回答了我的问题。
售后,英文,ee694b6e9f286c68acdb025d348fd52f,en_other18,|82580566442272219727354,zq9ImHQCkoOx4CLFhri8Ow==,2025-03-14,Where is my order #0018909021060?,b1ONdv/62N66UFYc5jUEI1eG03oqpIPafQlOjEqeATs=,3.0,购买咨询,我的订单＃0018909021060在哪里？
售前,英文,fc6fd8410eebecda18c23fcf0ba4096d,eu_store1,|82580450785988162651911,hwSpBD0OPk/+oOntPjRZ6A68AGemRqzVzKVsngZXa1c=,2025-03-14,Good. It deleted my text,tcyw/fd/qGLzTofbbdjEXE0nvzXfHjWaIrUBgREl70w=,1.0,满意表扬,好的。它删除了我的文字
售后,英文,c2e72cbf6a432d0e03e588b1eeaefa2d,fb_fly1,|82579371339608309638995,8hLqS+Js0LGXXgKlWd+nPAr86cbL4OMPZS49iYJBP+k=,2025-03-15,Very quickly attention,tQVR8p6jR9WlNkd0mYs3X8ipf1qPba7GV0q9iM+UHaY=,5.0,满意表扬,很快暗杀
售后,英文,22d0f3626f3f44abe1d5e4479093a98f,fb_fly1,|82579055535514310748001,cD7c6qVjFb4ZUQ51jjAESg==,2025-03-16,Where can I purchase a Mavic 2 pro RC controller battery,x9E5ffl2vfq4f+d89J9TZ2mX7MIP1h7p+tlavOxr3cI=,3.0,购买咨询,我在哪里可以购买Mavic 2 Pro RC控制器电池
售后,英文,4a49c2f3fb23fc553a5ba993a0be1457,na_sp1,|82578587377408638045127,dnpC8jOa5zir9ADMmaJ/Oxm2oqAPFGt+Ct5QOeTzVJU=,2025-03-16,Still cant fly. Not helpful. ,IkM67yOq6D1EwsbSjaLSvXpczF8WiLRAcd+cqBddMik=,1.0,服务不满,仍然不能飞。没有帮助。
售后,英文,f1a1f0d66e8026a0034d4dc6842edc54,en_other18,|82578267977914060094926,Ge38Gw8hQC95GVlhlAX5dKS073A/Qjh5jwycdF18jgI=,2025-03-17,I need to replace my dji avata 2 with dji care refresh,uGs1gPxOxvNQ2wqhj681DBvD6x9eNXkDAEO7Ox8oU9o=,1.0,保修咨询,我需要用DJI CARE刷新替换DJI AVATA 2
售后,英文,b6357f165bd4c306a469b49ac594d7d6,na_sp16,|82577451576673844871693,9G0EGIvufs9hEllySRSXEBjJzWkg8qqXSNbFiEahDGk=,2025-03-17,This chat went nowhere. It just loops back and does not address the issue that brought me here. ,Fyb4MuKlt1roHjNIdScIOpHmfFqNBg0t6JtQa5Bbzpk=,1.0,"产品故障,物流配送,礼貌问候",这个聊天无处可去。它只是循环回去，无法解决带我来这里的问题。
售后,英文,8add18acf67edee0f09f9d29c880c187,na_sp1,|82577288172302659221855,p0yZTv2biL24QKszjoB1xrhx/BMWETfsdAwM0ZgpQE4=,2025-03-18,Be more responsive to my question. Don't try to sell me something I don't want.,Xa+ha3FfHgFaJR63KYLGmojb5moVl0rsTHqVlOKPvaA=,1.0,礼貌问候,对我的问题更敏感。不要试图卖给我一些我不想要的东西。
售前,英文,5bcf7899d836edbc06c458892d0bc66e,eu_store1,|82577797714654742120008,SqGahWxpmPTICcbypQbQ/A==,2025-03-18,I need to talk with real peoples. ,eWKMAsh4FXMw549qgHUr7wJG/zNeQ3Q04MyjRtj2NNc=,1.0,服务不满,我需要与真实的民族交谈。
售后,小语种,6753928741c84ec5722bdf8eef6fdfdc,fr_sp1,|82576683941933754176050,M6byhlCPho+zlhZDrPo/UA==,2025-03-18,Impossible dentre numéro de série j'ai toute assayer ça marche pas c'est trop compliquer numéro tele,KLwalTN5Ok6XD5Hl36corZXNNyjNkyM9MUfzr5KyYI8=,1.0,服务不满,不可能的dent序列号我测定的一切都无法正常工作，这太复杂了
售后,英文,3b9999d607cbc088105d251d66d01d91,fb_sp1,|82576440377749227424518,z9UpB6AH7yUmY3BSkK70uA==,2025-03-19,.,hC92/mP6MzzMYprrSwEJ7GBstrk7Ue7mb5qeUxue31Y=,5.0,满意表扬,。
售后,英文,a234bb199d4fbf5c73e44b76061b85d5,na_sp1,|82576220926956614639451,XxRujQvBAhnn9NDzmDo89Q==,2025-03-19,"forgot my pass word
",MBh8USR3P9nh6iq6u8aSjKkDavOqJzBHzzj2+HcVrGM=,1.0,服务不满,忘了我的通话
售前,英文,511b81db099bb228786be478c40a2b41,eu_store1,|82575166231782114182151,3Zzpxe+XeLVfq/WdduEG7WfbagUfAYHnUSimO3pwnCs=,2025-03-20,Very quick and easy to understand. Polite and helpful ,53M+4pqYDP53PfRQvoUgn+hRLGRsDFD9YPDJRNnFXhI=,5.0,满意表扬,非常快速，易于理解。礼貌和乐于助人
售后,小语种,53e22c89dfd7f41542091069180dce9c,de_sp2,|82575271202444885153119,xPug+KdNSB+UHVv0LQaekw==,2025-03-20,"Die selbe Antwort, die nicht hilft auf anders formulierte Probleme.
Leider noch sehr ausbaufähig",Zqjzxcr6GGZhn6jWQJqj3TT1k9I73K5e4LsZYer57RY=,1.0,"产品故障,礼貌问候","Die Selbe Antwort，Die Nicht Hilft Auf Anders formierte问题。
Theider noch sehrausbaufähig"
售前,英文,117d3374b9e2db81f1eb4f70f8a78669,au_store1,|82575663637339434135712,FGGPrr20kjszGwP5WptbZA==,2025-03-20,can't talk to any body,8iTh/0gh9eobHa+EoFcwRgcKhwtCdkInHs4Hp+eNEUs=,1.0,服务不满,不能和任何身体说话
售后,英文,587fa8d3c649722da24d5ad671d918ed,eu_sp1,|82575367970937354879736,tEZxwT9EZJwBhqM9vj5VIOxaA3RNWmwxSrsg9PQSO8k=,2025-03-20,Neo wont connect to phone. This didnt help at all,Xs7fRsqlRHVmpsNK/z67O9gis4Sv1+z1mgiAfJhWAvY=,1.0,"设备兼容,礼貌问候",Neo不会连接到电话。这根本没有帮助
售后,英文,0c05de7d0ca834ffb42c3d2e1ef28451,eu_fly1,|82574588227757095239033,nv17C2+Slu6KgRy/qX6rSqbxHRR5JHiAwU2lX6SvG2A=,2025-03-21,Servizio virtuale inutile,l1ZQS35HDeI95NBW8vvTgrrQZiPoyQfcHqlNZE9paqg=,1.0,服务不满,无用的虚拟Servizio虚拟
售前,英文,aa7dcb26223580782f61616bef93667f,eu_store1,|82574435163656304315733,oWfg01iWrRBPBHMdIEgnMg==,2025-03-21,No reply to my actual question,Kdv6xl9i34GOAA/wI0svEQ==,1.0,服务不满,没有回复我的实际问题
售后,英文,c8c73787ced50a35b745435cc8f0a0c3,fb_sp1,|82575901647816514968725,aeARiZi2MX4hi1taSwq+5A==,2025-03-21,D,uwYigzi/BP55pLfk/uAWPMF9284XjhEHHkEdRHSmzPw=,2.0,服务不满,d
售前,英文,523c8d03a1e1ec4d49a8e18e1459b8a3,na_store1,|82574251465457493217674,U7qUi+qFAWS800RdgEDhQA==,2025-03-21,"They were busy so I had to walk away from the computer but when I got back, they answer my question.",swF59UM/H31qPUvshFcphBJL7wZbS5Obhy5XcyQ/jzU=,5.0,"满意表扬,使用指导",他们很忙，所以我不得不离开计算机，但是当我回来时，他们的问题。
售前,英文,9f939e005d7a098835613b4fe4a4dc92,eu_store1,|82574150850358513192075,AaQIPS8GcyzaOHN3FEWJ+mFcS84X11eYS7bR4krEWs8=,2025-03-21,He wasnt an expert but a bot.,lUhX8Dbj3qijPEqN9nmsG8YsZl3hGjh9KMPpJoIdQbQ=,2.0,服务不满,嘿，专家提供了什么。
售前,小语种,4d9320fb295ac16d85b6f79643ba5425,de_store1,|82573638515658260354075,RRhD6axJqCbD04mLfX99tg==,2025-03-22,"Ich habe Ihnen eben eine Reperaturandrage geschickt, wie lange dauert die Reperatur ",AHEvJrmTdcivBb+3UxPndJdH7teXp4Kj3Pt5A8SGSug=,4.0,礼貌问候,iCh habe ihnen eben eine eine reperaturandrage geschickt，wie lange dauert die reperatur
售前,小语种,73234c22a25536441b5f2dae242d34ab,fr_store1,|82572775422486778785361,f4CpgHve1RxxOdHyo2/cj0lFxdHdn68G1zE5WIyUswA=,2025-03-23,Impossible d'utiliser mon mini2 après une changement de portable et la nouvelle version d'android.,Ngl9CIbFNXAOfIBTErTFTrkKhVP7onW+aXR8eq3MiWE=,1.0,服务不满,移动更改和新版本的Android后，无法使用我的Mini2。
售后,英文,6b15b106a52241fa85a46db0c95e41de,na_sp1,|82571511348988518678815,uR7Nn7R8gDxPgR1Vnrg5NUUJMxwGkrbo9yDj7kB/CAQ=,2025-03-24,Never was able to get an answer to my problem....frustrating,XKY/wDqNpMJ/wtTqCyv5Q6yjYroGYHK8M16JI6FIW3A=,1.0,产品故障,从来没有能够解决我的问题。
售后,英文,8a84b82fb6baef70ae9cba090b8e5a4a,eu_sp1,|82572023610895580044102,yG8NHwpYGKZmcV5lreDtjLzTzB4gYdqpEv32x/z8HDE=,2025-03-24,You need to help us.,J/mPFFKSTWmnesGJn2DGUAqxtYFsbNs6vV5FpR9vFIQ=,3.0,使用指导,您需要帮助我们。
售后,英文,94efdf4e1984deb0455286031f1b5233,eu_sp1,|82571840437794787745857,pis15Dl7OgW3s7R3NmjZXp3oXzLhTbt0qpyDiD1MP9HWB9z4fASUBPYl44gXkQdX,2025-03-24,no information,Cu4OWnHBAhd6UXakYRSWmkIPD7DJ45PmSiKEkqEUhxU=,1.0,服务不满,没有信息
售前,小语种,7246cc2136ae00082f684a685c51a65e,de_store1,|82570029897303165334897,RrnGtD9jXSvGNeZuqCZVIQ==,2025-03-26,Beim Kauf der Drohne Mini 4 Pro Fly More Combo (DJI RC 2) hätte ich Über 70 € weniger bezahlt !!!!,PAWAJhWeQ1kvZigGli+cRSAy63hVqKGwbioWONCRvVE=,1.0,服务不满,Beim Kauf der Drohne Mini 4 Pro Fly More Combo（DJI RC 2）HätteIchüber70€Weiger Bezahlt !!!!
售后,小语种,0ef16f8243d205304a8336633ca393cc,fr_sp3,|82569927930576211797495,5FJvk2RBLic2siovXrs1sZhx4tgAtQugYx+yVF2J9tk=,2025-03-26,Réponse rapide et Précise. ,4dpXGnKN6Ki+XkWHsQu2CFRzkNJr14M4249Rn488ioQ=,5.0,满意表扬,快速而精确的响应。
售后,英文,b38713f472e3220a3315c3dd414f49cf,eu_sp1,|82569868214834680197302,RQ1LZ8OK4y3eEP5heDOCjq+CAV3okG07xJACQ55kHeA=,2025-03-26,"Hi I have just received my drone, it is not working as will not connect .  error code 0xfff",xwWsMlQHcAp/4/NGj83yDJfij57pA0/oEBVzD6rkpjk=,1.0,"产品故障,设备兼容,礼貌问候,激活设置",嗨，我刚收到我的无人机，它无法正常工作，不会连接。  错误代码0xfff
售后,英文,ab01c019a310a599f31f514c015ad9e8,na_agp01,|82570877687139145246836,SiC3rsCuzYvEn1FbwvwZLg==,2025-03-26,苹果系统进去就是英文,WbtZyGPd6n6mfjUUhIb7RsBihTr7nFrJKYSZgjRmehA=,1.0,服务不满,苹果系统进去就是英文
